Player_name,Date_of_Birth,Position,Age,Place_of_Birth,Nation,Grip,Youth_Team,Height_cm,Height_ft,Weight_kg,Weight_lbs,Awards,Player_link
Dmitri Polyakov,1985-01-23 00:00:00,D,38,"Kovdor, RUS",Russia,L,Gornyak Olenegorsk,174,"5'9""",74,163 lbs,"{""2014-2015"": [""VHL Defenseman of the Month  (November)""]}",https://www.eliteprospects.com/player/22938/dmitri-polyakov
Yevgeni Sapozhkov,1978-05-02 00:00:00,D,45,"Dubki, RUS",Russia,L,Lokomotiv Yaroslavl,185,"6'1""",90,198 lbs,"{""1995-1996"": [""U18 EJC Gold Medal""]}",https://www.eliteprospects.com/player/19464/yevgeni-sapozhkov
Derrick Walser,1978-05-12 00:00:00,D,45,"New Glasgow, NS, CAN",Canada,L,-,178,"5'10""",88,194 lbs,"{""1996-1997"": [""QMJHL First All-Star Team""], ""1997-1998"": [""CHL Defenseman of the Year"", ""CHL First All-Star Team"", ""QMJHL Defenseman of the Year (Emile Bouchard Trophy)"", ""QMJHL First All-Star Team"", ""QMJHL Most Assists by Defenseman  (69)"", ""QMJHL Most Goals by Defenseman  (41)"", ""QMJHL Most Points by Defenseman  (110)"", ""QMJHL Playoffs Most Assists  (26)""], ""1999-2000"": [""ECHL All-Star Game""], ""2000-2001"": [""AHL Calder Cup Champion""], ""2001-2002"": [""AHL All-Star Game"", ""AHL Most Goals by Defenseman  (23)""], ""2004-2005"": [""DEL Champion""], ""2005-2006"": [""DEL Champion"", ""DEL Most Goals by Defenseman  (19)""], ""2007-2008"": [""AHL All-Star Game"", ""AHL Player of the Month  (October)""], ""2010-2011"": [""DEL Best Plus/Minus  (+25)"", ""DEL Champion"", ""DEL Defenseman of the Year"", ""European Trophy Champion""], ""2012-2013"": [""Spengler Cup Winner  (Team Canada)""], ""2013-2014"": [""NLA Most Goals by Defenseman  (8)""], ""2014-2015"": [""NLA Most Goals by Defenseman  (11)""], ""2015-2016"": [""EIHL All-Star Second Team""], ""2016-2017"": [""EIHL All-Star Second Team""]}",https://www.eliteprospects.com/player/10663/derrick-walser
Maxim Yeprev,1988-12-03 00:00:00,D,34,"Podolsk, RUS",Russia,L,Vityaz Podolsk,186,"6'1""",79,174 lbs,"{""2012-2013"": [""VHL Most Penalized Player  (175)""]}",https://www.eliteprospects.com/player/20548/maxim-yeprev
Sergei Zuborev,1983-04-07 00:00:00,D,40,"Moskva, RUS",Russia,L,Dynamo Moskva,183,"6'0""",88,194 lbs,{},https://www.eliteprospects.com/player/19725/sergei-zuborev
Yevgeni Alexandrov,1982-04-20 00:00:00,RW,41,"Chelyabinsk, RUS",Russia,L,Traktor Chelyabinsk,176,"5'9""",80,176 lbs,{},https://www.eliteprospects.com/player/19724/yevgeni-alexandrov
Vadim Berdnikov,1987-07-07 00:00:00,C,35,"Chelyabinsk, RUS",Russia,L,Traktor Chelyabinsk,175,"5'9""",83,183 lbs,"{""2008-2009"": [""Universiade Gold Medal""], ""2017-2018"": [""Kazakhstan Best Forward"", ""Kazakhstan Champion""], ""2018-2019"": [""Continental Cup Champion""], ""2020-2021"": [""Kazakhstan Best Forward"", ""Kazakhstan Forward of the Month  (November)""], ""2021-2022"": [""Division 2 to HockeyEttan Promotion  (Bor\u00e5s)""]}",https://www.eliteprospects.com/player/19588/vadim-berdnikov
Alexander Golts,1972-03-12 00:00:00,LW,51,"Chelyabinsk, RUS","Russia
    
            / 
            Germany",L,Traktor Chelyabinsk,178,"5'10""",74,163 lbs,"{""2000-2001"": [""RSL Champion""], ""2010-2011"": [""Germany3 (Oberliga S\u00fcd) Most Goals  (42)"", ""Germany3 (Oberliga S\u00fcd) Most Points  (82)""]}",https://www.eliteprospects.com/player/18644/alexander-golts
Vladimir Karpov,1986-10-03 00:00:00,LW/C,36,"Moskva, RUS",Russia,L,Dynamo Moskva,182,"6'0""",94,207 lbs,"{""2004-2005"": [""RSL Champion""], ""2010-2011"": [""VHL Champion""]}",https://www.eliteprospects.com/player/19726/vladimir-karpov
Maxim Kartoshkin,1989-05-17 00:00:00,F,34,"Moskva, RUS",Russia,L,Spartak Moskva,183,"6'0""",90,198 lbs,"{""2013-2014"": [""VHL Forward of the Month  (September)""], ""2014-2015"": [""Polish Champion  (GKS Tychy)"", ""Polish Cup Champion  (GKS Tychy)""], ""2017-2018"": [""Poland2 to Poland Promotion  (KS Torun)""]}",https://www.eliteprospects.com/player/50290/maxim-kartoshkin
Yevgeni Khatsei,1976-09-01 00:00:00,RW,Deceased,"Chelyabinsk, RUS",Russia,L,Mechel Chelyabinsk,181,"5'11""",93,205 lbs,"{""2003-2004"": [""RSL Champion""]}",https://www.eliteprospects.com/player/19563/yevgeni-khatsei
Pyotr Kopytsov,1989-03-19 00:00:00,F,34,"Moskva, RUS",Russia,L,Krylia Sovetov Moskva,189,"6'2""",88,194 lbs,{},https://www.eliteprospects.com/player/24634/pyotr-kopytsov
Andrei Kuchin,1991-02-11 00:00:00,LW,32,"Elektrougli, RUS",Russia,L,CSKA Moskva,178,"5'10""",87,192 lbs,"{""2009-2010"": [""USHL All-Star Game""]}",https://www.eliteprospects.com/player/17619/andrei-kuchin
Alexei Muzhzhukhin,1987-07-14 00:00:00,F,35,"Murmansk, RUS",Russia,R,-,184,"6'0""",83,183 lbs,{},https://www.eliteprospects.com/player/31326/alexei-muzhzhukhin
Anton Nosov,1985-03-07 00:00:00,LW,38,"Moskva, RUS",Russia,L,CSKA Moskva,179,"5'10""",79,174 lbs,"{""2010-2011"": [""VHL Champion""]}",https://www.eliteprospects.com/player/20628/anton-nosov
Artemi Panarin,1991-10-30 00:00:00,LW,31,"Korkino, RUS",Russia,R,Traktor Chelyabinsk,180,"5'11""",79,174 lbs,"{""2010-2011"": [""U20 WJC Gold Medal"", ""U20 WJC Scorer of the Championship Winning Goal""], ""2014-2015"": [""KHL All-Star Game  (Selected, did not play)"", ""KHL First All-Star Team"", ""KHL Forward of the Month  (October)"", ""KHL Gagarin Cup Champion"", ""World Championship Silver Medal"", ""World Championship Top 3 Player on Team""], ""2015-2016"": [""NHL All-Rookie Team"", ""NHL Most Assists by Rookie  (47)"", ""NHL Most Goals by Rookie  (30)"", ""NHL Most Points by Rookie  (77)"", ""NHL Rookie of the Year (Calder Trophy)"", ""NHL Rookie of the Year (Calder Trophy) Finalist"", ""Russian Player of the Year (Valeri Kharlamov Trophy)  (CHI)"", ""World Championship Bronze Medal""], ""2016-2017"": [""NHL Second All-Star Team"", ""World Championship All-Star Team"", ""World Championship Best Forward"", ""World Championship Bronze Medal"", ""World Championship Most Assists  (13)"", ""World Championship Most Points  (17)"", ""World Championship Top 3 Player on Team""], ""2019-2020"": [""NHL All-Star Game  (Selected, did not play because of injury)"", ""NHL First All-Star Team"", ""NHL Most Valuable Player (Hart Trophy) Finalist""], ""2022-2023"": [""NHL All-Star Game""]}",https://www.eliteprospects.com/player/24664/artemi-panarin
Alexander Pavlinov,1989-12-21 00:00:00,F,33,"Chekhov, RUS",Russia,L,Vityaz Chekhov,173,"5'8""",77,170 lbs,{},https://www.eliteprospects.com/player/30518/alexander-pavlinov
Nathan Perrott,1976-12-08 00:00:00,RW,46,"Owen Sound, ON, CAN",Canada,R,-,183,"6'0""",103,227 lbs,"{""1996-1997"": [""OHL Most Penalized Player Playoffs  (60)""]}",https://www.eliteprospects.com/player/8914/nathan-perrott
Denis Sergeyev,1983-08-24 00:00:00,RW,39,"Moskva, RUS",Russia,R,Dynamo Moskva,187,"6'2""",93,205 lbs,{},https://www.eliteprospects.com/player/20629/denis-sergeyev
Chris Simon,1972-01-30 00:00:00,LW,51,"Wawa, ON, CAN",Canada,L,Wawa MHA,191,"6'3""",114,251 lbs,"{""1991-1992"": [""OHL Champion""], ""1995-1996"": [""NHL Stanley Cup Champion""], ""2008-2009"": [""KHL Most Penalized Player  (263)""], ""2009-2010"": [""KHL All-Star Game""], ""2010-2011"": [""KHL All-Star Game""]}",https://www.eliteprospects.com/player/8882/chris-simon
Ahren Spylo,1983-12-06 00:00:00,LW,39,"Waterloo, ON, CAN","Canada
    
            / 
            Germany",L,-,191,"6'3""",102,225 lbs,"{""2006-2007"": [""Spengler Cup Winner  (Davos)""], ""2007-2008"": [""DEL All-Star Game""], ""2009-2010"": [""Spengler Cup All-Star Team""]}",https://www.eliteprospects.com/player/10836/ahren-spylo
Yaroslav Tulyakov,1990-04-07 00:00:00,F,33,"Podolsk, RUS",Russia,L,Rus Moskva,185,"6'1""",85,187 lbs,{},https://www.eliteprospects.com/player/31327/yaroslav-tulyakov
Alexander Vasilyev,1989-05-16 00:00:00,RW/C,34,"Elektrostal, RUS",Russia,L,Kristall Elektrostal,179,"5'10""",84,185 lbs,"{""2006-2007"": [""Ivan Hlinka Memorial Most Points  (7)""], ""2008-2009"": [""KHL Most Points by Junior  (18)"", ""KHL Rookie of the Month  (January)"", ""KHL Rookie of the Month  (December)""], ""2012-2013"": [""Continental Cup Champion"", ""Ukraine Champion""], ""2022-2023"": [""Romania Silver Medal""]}",https://www.eliteprospects.com/player/30516/alexander-vasilyev
Darcy Verot,1976-07-13 00:00:00,LW,46,"Radville, SK, CAN",Canada,L,-,183,"6'0""",92,203 lbs,"{""1994-1995"": [""SJHL Champion""], ""1996-1997"": [""SJHL Champion""], ""2007-2008"": [""RSL Most Penalized Player""], ""2009-2010"": [""KHL Most Penalized Player  (374)""], ""2010-2011"": [""KHL Most Penalized Player  (182)""]}",https://www.eliteprospects.com/player/12016/darcy-verot
Vladislav Yevseyev,1984-09-10 00:00:00,LW,38,"Moskva, RUS",Russia,L,Dynamo Moskva,189,"6'2""",98,216 lbs,"{""1999-2000"": [""U17 WHC Gold Medal""]}",https://www.eliteprospects.com/player/20527/vladislav-yevseyev
Yuri Gerasimov,1979-02-14 00:00:00,G,44,"Balashikha, RUS",Russia,L,-,185,"6'1""",80,176 lbs,"{""1998-1999"": [""U20 WJC Gold Medal""]}",https://www.eliteprospects.com/player/22143/yuri-gerasimov
Andrei Vasilyev,1979-09-25 00:00:00,G,43,"Yaroslavl, RUS",Russia,L,Lokomotiv Yaroslavl,176,"5'9""",78,172 lbs,{},https://www.eliteprospects.com/player/22142/andrei-vasilyev
Alexei Yegorov,1976-10-22 00:00:00,G,46,"Saratov, RUS",Russia,L,Kristall Saratov,180,"5'11""",85,187 lbs,"{""1995-1996"": [""U20 WJC Bronze Medal""], ""1999-2000"": [""RSL Champion""]}",https://www.eliteprospects.com/player/14593/alexei-yegorov
Maxim Galkin,1983-05-14 00:00:00,D,40,"Elektrostal, RUS",Russia,L,Kristall Elektrostal,170,"5'7""",87,192 lbs,{},https://www.eliteprospects.com/player/22178/maxim-galkin
Alexander Gorelov,1981-10-14 00:00:00,D,41,"Moskva, RUS",Russia,L,CSKA Moskva,193,"6'4""",93,205 lbs,"{""2010-2011"": [""Belarus Silver Medal""]}",https://www.eliteprospects.com/player/22179/alexander-gorelov
Alexander Gromov,1982-10-12 00:00:00,D,40,"Moskva, RUS",Russia,L,Dynamo Moskva,182,"6'0""",86,190 lbs,{},https://www.eliteprospects.com/player/22847/alexander-gromov
Nikolai Ignatov,1978-04-22 00:00:00,D,45,"Moskva, RUS",Russia,L,CSKA Moskva,189,"6'2""",104,229 lbs,"{""1995-1996"": [""U18 EJC Gold Medal""]}",https://www.eliteprospects.com/player/19130/nikolai-ignatov
Rustem Kamaletdinov,1972-06-30 00:00:00,D,50,"Ufa, RUS",Russia,L,Salavat Yulaev Ufa,186,"6'1""",94,207 lbs,"{""1989-1990"": [""U18 EJC Silver Medal""]}",https://www.eliteprospects.com/player/20995/rustem-kamaletdinov
Anton Poleschuk,1987-02-21 00:00:00,D,36,"Surgut, RUS",Russia,L,Olimpiyets Surgut,179,"5'10""",99,218 lbs,"{""2006-2007"": [""RSL Champion""], ""2010-2011"": [""VHL Defenseman of the Month  (November)""], ""2011-2012"": [""VHL Champion"", ""VHL Defenseman of the Month  (April)"", ""VHL Playoffs Best Plus/Minus  (+13)""], ""2013-2014"": [""KHL Nadezhda Cup""]}",https://www.eliteprospects.com/player/20369/anton-poleschuk
Yevgeni Pupkov,1976-01-18 00:00:00,D,Deceased,"Ridder, KAZ",Kazakhstan,L,Torpedo Ust-Kamenogorsk,184,"6'0""",93,205 lbs,{},https://www.eliteprospects.com/player/20197/yevgeni-pupkov
Dmitri Samarin,1984-10-04 00:00:00,D,38,"Elektrostal, RUS",Russia,R,Kristall Elektrostal,187,"6'2""",84,185 lbs,"{""2013-2014"": [""VHL Champion""], ""2017-2018"": [""Poland Bronze Medal  (Podhale Nowy Targ)""], ""2018-2019"": [""Asia League Champion""]}",https://www.eliteprospects.com/player/18690/dmitri-samarin
Andrej Strakhov,1978-11-17 00:00:00,F/D,44,"Moskva, RUS","Russia
    
            / 
            Germany",L,Krylia Sovetov Moskva,181,"5'11""",91,201 lbs,{},https://www.eliteprospects.com/player/20496/andrej-strakhov
Yevgeni Viksna,1990-02-16 00:00:00,D,33,"Shakhty, RUS",Russia,R,Severstal Cherepovets,180,"5'11""",87,192 lbs,"{""2014-2015"": [""Universiade Gold Medal"", ""VHL Defenseman of the Month  (January)""]}",https://www.eliteprospects.com/player/24179/yevgeni-viksna
Pavel Voroshnin,1984-03-23 00:00:00,D,39,"Chelyabinsk, RUS",Russia,L,Traktor Chelyabinsk,189,"6'2""",98,216 lbs,{},https://www.eliteprospects.com/player/13647/pavel-voroshnin
Nikolai Zimin,1983-05-25 00:00:00,D,40,"Khabarovsk, RUS",Russia,L,Amur Khabarovsk,189,"6'2""",94,207 lbs,{},https://www.eliteprospects.com/player/22168/nikolai-zimin
Viktor Bobrov,1984-01-01 00:00:00,W/C,39,"Novocheboksarsk, RUS",Russia,L,Sokol Novocheboksarsk,185,"6'1""",80,176 lbs,{},https://www.eliteprospects.com/player/19219/viktor-bobrov
Andrei Galushkin,1976-05-08 00:00:00,F,47,"St. Petersburg, RUS",Russia,L,SKA St. Petersburg,185,"6'1""",98,216 lbs,{},https://www.eliteprospects.com/player/19467/andrei-galushkin
Alexei Kolkunov,1977-02-03 00:00:00,C,46,"Belgorod, RUS",Russia,R,-,187,"6'2""",97,214 lbs,"{""1995-1996"": [""U20 WJC Bronze Medal""], ""1996-1997"": [""U20 WJC Bronze Medal""]}",https://www.eliteprospects.com/player/22177/alexei-kolkunov
Denis Koroteyev,1983-12-09 00:00:00,LW/RW,39,"Voskresensk, RUS",Russia,R,Khimik Voskresensk,183,"6'0""",86,190 lbs,{},https://www.eliteprospects.com/player/22181/denis-koroteyev
Dmitri Korotkov,1985-05-26 00:00:00,C,38,"Moskva, RUS",Russia,L,Spartak Moskva,193,"6'4""",95,209 lbs,{},https://www.eliteprospects.com/player/20556/dmitri-korotkov
Alexander Kozhevnikov,1984-04-12 00:00:00,LW,39,"Moskva, RUS",Russia,L,Dynamo Moskva,190,"6'3""",94,207 lbs,"{""2011-2012"": [""Ukraine Champion""]}",https://www.eliteprospects.com/player/18986/alexander-kozhevnikov
Sergei Luchinkin,1976-10-16 00:00:00,RW,46,"Dmitrov, RUS",Russia,L,Dynamo Moskva,178,"5'10""",84,185 lbs,"{""1993-1994"": [""U18 EJC Silver Medal""], ""1995-1996"": [""U20 WJC Bronze Medal""]}",https://www.eliteprospects.com/player/22186/sergei-luchinkin
Mikhail Milyokhin,1988-11-02 00:00:00,RW,34,"Saratov, RUS",Russia,L,Kristall Saratov,193,"6'4""",111,245 lbs,"{""2007-2008"": [""U20 WJC Bronze Medal""]}",https://www.eliteprospects.com/player/15236/mikhail-milyokhin
Ivan Novoseltsev,1979-01-23 00:00:00,LW,44,"Krasnoznamensk, RUS",Russia,L,Krylia Sovetov Moskva,185,"6'1""",83,183 lbs,"{""1998-1999"": [""CHL Third All-Star Team"", ""OHL First All-Star Team""]}",https://www.eliteprospects.com/player/12236/ivan-novoseltsev
Mikhail Panshin,1983-05-02 00:00:00,LW,40,"Cherepovets, RUS","Kazakhstan
    
            / 
            Russia",R,Severstal Cherepovets,182,"6'0""",86,190 lbs,"{""2009-2010"": [""Kazakh League Most Goals  (29)"", ""Kazakh League Most Points  (62)""], ""2010-2011"": [""Kazakh League Most Points  (53)"", ""Kazakhstan Champion""], ""2011-2012"": [""Kazakh League Best Forward"", ""Kazakh League Most Goals  (27)"", ""Kazakh League Most Points  (55)"", ""Kazakhstan Champion""], ""2012-2013"": [""Kazakhstan Champion""], ""2014-2015"": [""World Championship (D1A) Gold Medal""]}",https://www.eliteprospects.com/player/20370/mikhail-panshin
Alexander Romanov,1980-08-18 00:00:00,RW/C,42,"Voskresensk, RUS",Russia,L,Khimik Voskresensk,191,"6'3""",95,209 lbs,"{""1997-1998"": [""U18 EJC Bronze Medal""]}",https://www.eliteprospects.com/player/22185/alexander-romanov
Alexander Romanovsky,1987-06-08 00:00:00,LW/RW,36,"Moskva, RUS",Russia,L,CSKA Moskva,188,"6'2""",95,209 lbs,"{""2010-2011"": [""VHL Forward of the Month  (January)""]}",https://www.eliteprospects.com/player/22172/alexander-romanovsky
Roman Savichev,1985-01-22 00:00:00,F,38,"Tver, RUS",Russia,L,THK Tver,180,"5'11""",80,176 lbs,{},https://www.eliteprospects.com/player/22170/roman-savichev
Sergei Sentyurin,1987-07-12 00:00:00,W,35,"Moskva, RUS",Russia,R,Spartak Moskva,193,"6'4""",105,231 lbs,"{""2011-2012"": [""VHL Champion""], ""2012-2013"": [""VHL Champion""]}",https://www.eliteprospects.com/player/18548/sergei-sentyurin
Dmitri Shamolin,1972-05-03 00:00:00,F,51,"Moskva, RUS",Russia,R,-,177,"5'10""",84,185 lbs,"{""2000-2001"": [""NLB Champion  (Lausanne)"", ""NLB Most Assists  (52)"", ""NLB Most Goals Playoffs  (10)"", ""NLB Most Points  (88)"", ""NLB Most Points Playoffs  (17)"", ""NLB To NLA Promotion  (Lausanne)""]}",https://www.eliteprospects.com/player/20216/dmitri-shamolin
Alexei Smirnov,1982-01-28 00:00:00,LW,41,"Tver, RUS",Russia,L,THK Tver,193,"6'4""",97,214 lbs,"{""1999-2000"": [""RSL Champion"", ""U18 WJC Silver Medal""], ""2011-2012"": [""VHL Champion"", ""VHL Most Game-Winning Goals  (6)""], ""2014-2015"": [""Belarus Champion""]}",https://www.eliteprospects.com/player/9555/alexei-smirnov
Vladimir Stulov,1983-04-04 00:00:00,LW,40,"Khorlovo, RUS",Russia,L,Khimik Voskresensk,183,"6'0""",85,187 lbs,{},https://www.eliteprospects.com/player/22173/vladimir-stulov
Mikhail Grigoryev,1991-02-01 00:00:00,D,32,"Tyumen, RUS",Russia,R,Gazovik Tyumen,177,"5'10""",81,179 lbs,"{""2009-2010"": [""MHL All-Star Game""], ""2010-2011"": [""KHL Gagarin Cup Champion""], ""2016-2017"": [""KHL Defenseman of the Week  (Dec. 18)""], ""2017-2018"": [""KHL Defenseman of the Week  (Dec. 11)""]}",https://www.eliteprospects.com/player/20505/mikhail-grigoryev
Dmitri Kalinin,1980-07-22 00:00:00,D,42,"Chelyabinsk, RUS",Russia,L,Traktor Chelyabinsk,190,"6'3""",98,216 lbs,"{""1997-1998"": [""U18 EJC All-Star Team"", ""U18 EJC Bronze Medal""], ""1998-1999"": [""CHL All-Rookie Team"", ""QMJHL All-Rookie Team""], ""1999-2000"": [""AHL All-Rookie Team"", ""AHL All-Star Game""], ""2001-2002"": [""World Championship Silver Medal""], ""2004-2005"": [""World Championship Bronze Medal""], ""2007-2008"": [""World Championship Gold Medal""], ""2008-2009"": [""World Championship Gold Medal""], ""2009-2010"": [""KHL All-Star Game"", ""KHL Defenseman of the Month  (October)"", ""KHL First All-Star Team"", ""KHL Playoffs Most Penalized Player  (58 min)"", ""World Championship Silver Medal""], ""2010-2011"": [""KHL Gagarin Cup Champion""], ""2011-2012"": [""KHL All-Star Game"", ""KHL First All-Star Team"", ""KHL Playoffs Most Goals by Defenseman  (5)"", ""World Championship Gold Medal""], ""2012-2013"": [""KHL All-Star Game"", ""KHL Defenseman of the Month  (January)""], ""2014-2015"": [""KHL Gagarin Cup Champion""], ""2017-2018"": [""KHL All-Star Game""]}",https://www.eliteprospects.com/player/8673/dmitri-kalinin
Alexander Chiglintsev,1990-02-27 00:00:00,F,33,"Ufa, RUS",Russia,L,Salavat Yulaev Ufa,186,"6'1""",98,216 lbs,{},https://www.eliteprospects.com/player/50293/alexander-chiglintsev
Viktor Kozlov,1975-02-14 00:00:00,C/RW,48,"Togliatti, RUS",Russia,R,Lada Togliatti,196,"6'5""",107,236 lbs,"{""1991-1992"": [""U17 WHC Esso Division All-Star Team"", ""U18 EJC Bronze Medal""], ""1992-1993"": [""U18 EJC All-Star Team"", ""U18 EJC Silver Medal""], ""2004-2005"": [""World Championship Bronze Medal""], ""2009-2010"": [""World Championship Silver Medal""], ""2010-2011"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/8699/viktor-kozlov
Patrick Thoresen,1983-11-07 00:00:00,LW/RW,39,"Oslo, NOR",Norway,L,Storhamar IL,182,"6'0""",91,201 lbs,"{""1999-2000"": [""Norwegian Champion"", ""U18 WJC (B) Gold Medal""], ""2001-2002"": [""CHL Top Prospects Game"", ""U20 WJC (D1) Bronze Medal""], ""2002-2003"": [""QMJHL Most Assists  (75)"", ""QMJHL Most Sportsmanlike Player (Frank J. Selke Trophy)""], ""2003-2004"": [""World Championship (D1|A) Silver Medal""], ""2004-2005"": [""World Championship (D1|A) Gold Medal""], ""2006-2007"": [""World Championship Top 3 Player on Team""], ""2007-2008"": [""AHL Player of the Week  (Oct. 14)""], ""2008-2009"": [""NL Media All-Star Team  (Lugano)""], ""2009-2010"": [""KHL All-Star Game"", ""KHL Best Plus/Minus  (45)"", ""World Championship Top 3 Player on Team""], ""2010-2011"": [""KHL All-Star Game"", ""KHL Gagarin Cup Champion"", ""KHL Most Points by Foreigner  (66)"", ""KHL Playoffs Best Plus/Minus  (+11)"", ""KHL Playoffs Most Assists  (15)""], ""2011-2012"": [""Norway Gullpucken (Player of the Year)"", ""Norwegian Player of the Year Award"", ""World Championship All-Star Team"", ""World Championship Top 3 Player on Team""], ""2012-2013"": [""KHL Most Points by Foreigner  (51)""], ""2014-2015"": [""KHL Gagarin Cup Champion"", ""Norwegian Player of the Year Award""], ""2015-2016"": [""SHL Forward of the Year"", ""SHL Most Valuable Player""], ""2016-2017"": [""World Championship Top 3 Player on Team""], ""2018-2019"": [""Norway NM Silver Medal"", ""Norwegian All-Star Team""], ""2019-2020"": [""Norway Most Points  (64)""], ""2020-2021"": [""Norway Best Plus/Minus  (+19)"", ""Norway Most Assists  (29)"", ""Norway Most Points  (39)""], ""2021-2022"": [""Norway NM Silver Medal""], ""2022-2023"": [""Norway Best Plus/Minus  (+35)"", ""Norway NM Silver Medal""]}",https://www.eliteprospects.com/player/3419/patrick-thoresen
